upper|lower|rain|month|yr|monthF
2856|14|8.5|8.2|10|1994|10
2857|12.5|6.5|0.2|10|1994|10
2858|12.8|4.8|0.1|10|1994|10
2859|12|4.8|0|10|1994|10
2860|12|4.5|6.8|10|1994|10
2861|13.5|10.8|6.6|10|1994|10
2862|15.8|12|25|10|1994|10
2863|13.5|7|11.2|11|1994|11
2864|12.5|0.5|0|11|1994|11
2865|14|5.8|0.4|11|1994|11
2866|17.5|11.5|2.9|11|1994|11
2867|15|10.3|25.5|11|1994|11
2868|11.3|8|3.5|11|1994|11
2869|14.3|5.5|0|11|1994|11
2870|13.8|6|0|11|1994|11
2871|14.5|10.5|1.5|11|1994|11
2872|12.5|7.5|5.2|11|1994|11
2873|10.8|9.3|0|11|1994|11
2874|12.5|9.5|3.7|11|1994|11
2875|13|7.5|1.1|11|1994|11
2876|15.3|10.8|0.8|11|1994|11
2877|15.5|10.5|0.2|11|1994|11
2878|13.5|5.3|0.1|11|1994|11
2879|11|5.5|0.3|11|1994|11
2880|12|6.7|4|11|1994|11
2881|14.6|10.7|3.7|11|1994|11
2882|15.8|14|0|11|1994|11
2883|15|6.8|0.5|11|1994|11
2884|11.5|3.3|0.4|11|1994|11
2885|13.5|10.5|0|11|1994|11
2886|14|11|0|11|1994|11
2887|14|11|0|11|1994|11
2888|13.5|9|0|11|1994|11
2889|12.4|10.2|0|11|1994|11
2890|11|8.8|0|11|1994|11
2891|10.5|4.5|0|11|1994|11
2892|9.5|7.3|0|11|1994|11
2893|9.5|7|0|12|1994|12
2894|9.3|7.3|0|12|1994|12
2895|12.5|6.3|0|12|1994|12
2896|12.8|6.5|7.3|12|1994|12
2897|13|4.5|0|12|1994|12
2898|11.8|4.3|4.5|12|1994|12
2899|12|5.3|5.4|12|1994|12
2900|12|5.8|11|12|1994|12
2901|12.5|-0.5|15|12|1994|12
2902|11.6|0|0.1|12|1994|12
2903|14.8|11.6|0|12|1994|12
2904|14.5|11|0|12|1994|12
2905|14.5|11.5|0|12|1994|12
2906|12.5|0.5|2.6|12|1994|12
2907|6.1|-4.7|0|12|1994|12
2908|8.8|-4|0.4|12|1994|12
2909|9.2|-1.8|0|12|1994|12
2910|12|8.5|7.8|12|1994|12
2911|9.5|2.5|0.1|12|1994|12
2912|7.8|-0.3|0|12|1994|12
2913|6.3|0.5|0.2|12|1994|12
2914|5|-2.3|0|12|1994|12
2915|0|-5.5|0|12|1994|12
2916|0|-5.5|0|12|1994|12
2917|5.5|-3.5|0.1|12|1994|12
2918|10|4.5|2.7|12|1994|12
2919|12.3|5.5|2.5|12|1994|12
2920|13.8|12|3.3|12|1994|12
2921|14.3|3.3|5.7|12|1994|12
2922|12.8|6|8.3|12|1994|12
2923|8|3.9|1.6|12|1994|12
2924|7.3|-1.3|0.2|1|1995|1
2925|5|-1.5|0.5|1|1995|1
2926|2.5|-5.5|0|1|1995|1
2927|4.3|-5|0|1|1995|1
2928|5.3|3|3.1|1|1995|1
2929|5.1|2.1|3.4|1|1995|1
2930|7.2|-1|0.1|1|1995|1
2931|9.7|1.5|0.2|1|1995|1
2932|10.5|1.8|3|1|1995|1
2933|10.8|5.5|3.8|1|1995|1
2934|12.3|1.3|3.8|1|1995|1
2935|4.8|-0.3|0|1|1995|1
2936|5.5|-0.5|0|1|1995|1
2937|8|3|0|1|1995|1
2938|10|7.8|0|1|1995|1
2939|11.8|7.3|0|1|1995|1
2940|10|7.5|4.6|1|1995|1
2941|9.5|4|17.8|1|1995|1
2942|7|1.8|0.5|1|1995|1
2943|10|4.3|17.6|1|1995|1
2944|9.3|2|1.2|1|1995|1
2945|9.5|5|15.6|1|1995|1
2946|7.3|2.3|8.4|1|1995|1
2947|8.3|4.3|0.5|1|1995|1
2948|7.5|4|6.5|1|1995|1
2949|12.5|2.8|11.7|1|1995|1
2950|4.5|-1.5|0.1|1|1995|1
2951|11.3|0.3|8.2|1|1995|1
2952|10|6.5|3.8|1|1995|1
2953|11.8|0.5|12.5|1|1995|1
2954|9|-0.3|1|1|1995|1
2955|13|8|9.9|2|1995|2
2956|9.5|0.3|3.6|2|1995|2
2957|9|1.5|0.1|2|1995|2
2958|10.8|7.3|0.1|2|1995|2
2959|12|0.8|0|2|1995|2
2960|11.3|6.8|0|2|1995|2
2961|11.5|8.3|0|2|1995|2
2962|10.5|7|4.6|2|1995|2
2963|9|3|5.5|2|1995|2
2964|9.5|7|3|2|1995|2
2965|12|8|6|2|1995|2
2966|12|8|4.8|2|1995|2
2967|12|7.5|0|2|1995|2
2968|12|4|7.1|2|1995|2
2969|12.5|6.5|4|2|1995|2
2970|12.5|5|0.3|2|1995|2
2971|11|3.8|5.1|2|1995|2
2972|9.5|2.8|0|2|1995|2
2973|10.3|4.5|4.4|2|1995|2
2974|11.5|5|2.2|2|1995|2
2975|10.5|5.5|9.8|2|1995|2
2976|8.5|3|0.3|2|1995|2
2977|9.8|1|11.1|2|1995|2
2978|8|3.5|3.1|2|1995|2
2979|8|4.2|0.2|2|1995|2
2980|8.1|-0.5|0.2|2|1995|2
2981|7.5|-2.3|0|2|1995|2
2982|10.5|4|1.6|2|1995|2
2983|12.5|8.8|4|3|1995|3
2984|9.5|0|1.9|3|1995|3
2985|7.5|-0.5|14.4|3|1995|3
2986|5.5|-5|0|3|1995|3
2987|6.5|-1.5|4.3|3|1995|3
2988|8|2.8|0.5|3|1995|3
2989|7|-0.5|0.3|3|1995|3
2990|7.5|-0.3|12.2|3|1995|3
2991|8|-2|0|3|1995|3
2992|9.5|4.3|0|3|1995|3
2993|13|2|0|3|1995|3
2994|15.5|5.2|0.6|3|1995|3
2995|13|-2|0|3|1995|3
2996|9.8|2.3|0|3|1995|3
2997|12.8|2.3|0.3|3|1995|3
2998|8|-0.3|1.7|3|1995|3
2999|11|5.5|3.1|3|1995|3
3000|11.5|3.5|3|3|1995|3
3001|10.8|2.5|0.2|3|1995|3
3002|10.3|1|0.2|3|1995|3
3003|8.8|-2|0|3|1995|3
3004|10.5|-2.8|0|3|1995|3
3005|16.3|-3|0|3|1995|3
3006|16.3|-3|0|3|1995|3
3007|15.5|7|1.3|3|1995|3
3008|13.5|7.5|0|3|1995|3
3009|11.8|1.8|1.4|3|1995|3
3010|7.3|-1.5|0.3|3|1995|3
3011|11.8|-0.8|4.3|3|1995|3
3012|9.5|-3.5|0.1|3|1995|3
3013|12.2|7.4|0|3|1995|3
3014|16.3|9|0|4|1995|4
3015|19.5|4.8|0|4|1995|4
3016|18|8|0|4|1995|4
3017|16.3|5.5|0|4|1995|4
3018|16|8.5|0|4|1995|4
3019|14.8|10|0|4|1995|4
3020|18.8|7.5|0|4|1995|4
3021|18.8|4.5|0|4|1995|4
3022|12.8|-1.5|0|4|1995|4
3023|13.3|7.3|0|4|1995|4
3024|16.3|2|0|4|1995|4
3025|18.3|4.8|0|4|1995|4
3026|16|2|0|4|1995|4
3027|17|4.8|0|4|1995|4
3028|17.3|6|0|4|1995|4
3029|13|5|0.7|4|1995|4
3030|11.8|7.8|0|4|1995|4
3031|11.4|7.5|0.4|4|1995|4
3032|10.8|-3.8|0|4|1995|4
3033|10.8|6.5|0|4|1995|4
3034|11.8|-3.8|0|4|1995|4
3035|14|10|4|4|1995|4
3036|14|10|2.6|4|1995|4
3037|14.8|7|4|4|1995|4
3038|13.5|7.5|0.9|4|1995|4
3039|21|7.5|10.8|4|1995|4
3040|10|4.5|0|4|1995|4
3041|12.5|5|0|4|1995|4
3042|12.5|5|0|4|1995|4
3043|12.5|7|0|4|1995|4
3044|15.8|6.5|0|5|1995|5
3045|19.5|7|0|5|1995|5
3046|23.5|6|0|5|1995|5
3047|25.5|5.3|0|5|1995|5
3048|26.8|5.8|0|5|1995|5
3049|26.5|8.3|0|5|1995|5
3050|26.5|10|0|5|1995|5
3051|25.5|10.3|0|5|1995|5
3052|16.8|6|0|5|1995|5
3053|15.3|3.3|0|5|1995|5
3054|16.5|5.4|1.4|5|1995|5
3055|11.2|3.9|0|5|1995|5
3056|10.5|2.7|0.3|5|1995|5
3057|13|-1|0|5|1995|5
3058|13.5|0.5|0|5|1995|5
3059|14.8|4.5|0.2|5|1995|5
3060|14.5|1|9|5|1995|5
3061|10|-2|8.2|5|1995|5
3062|14.5|5.5|0|5|1995|5
3063|16.5|6.3|0|5|1995|5
3064|15.5|1.8|0|5|1995|5
3065|28.3|5.5|0|5|1995|5
3066|18.3|7.8|0|5|1995|5
3067|23|7|0|5|1995|5
3068|19.6|8.5|0|5|1995|5
3069|19|8.2|0|5|1995|5
3070|25|11.3|0|5|1995|5
3071|19.4|11.5|0.9|5|1995|5
3072|19.6|13.2|2.6|5|1995|5
3073|19.8|9|0|5|1995|5
3074|18|9|1.5|5|1995|5
3075|17.5|9.3|7.9|5|1995|5
3076|18.8|7|0|6|1995|6
3077|17.5|8|0|6|1995|6
3078|18|11|0|6|1995|6
3079|15.8|11.5|3.4|6|1995|6
3080|15.5|9.8|0.2|6|1995|6
3081|18.3|9.5|0|6|1995|6
3082|17|13.5|0.3|6|1995|6
3083|19.8|6.8|0|6|1995|6
3084|16.3|6.5|0|6|1995|6
3085|17.5|7.3|0|6|1995|6
3086|15.1|10.2|0|6|1995|6
3087|15.3|8.8|0.8|6|1995|6
3088|14.8|6.8|0|6|1995|6
3089|13.8|9|0|6|1995|6
3090|16|8|0|6|1995|6
3091|18|8|0|6|1995|6
3092|22|8|1.3|6|1995|6
3093|22|8|2.2|6|1995|6
3094|21.5|8.8|0|6|1995|6
3095|24|11.3|0|6|1995|6
3096|23.5|12|0|6|1995|6
3097|22|8.8|0|6|1995|6
3098|23.3|8|0|6|1995|6
3099|22.5|9.5|0|6|1995|6
3100|16|11.5|0|6|1995|6
3101|26.5|10.5|0|6|1995|6
3102|27.8|10.5|0|6|1995|6
3103|30.5|11.8|0|6|1995|6
3104|29.3|8.8|0|6|1995|6
3105|33.3|13.5|0|7|1995|7
3106|23.8|10|0|7|1995|7
3107|20.3|12.8|8.6|7|1995|7
3108|19.5|9.8|0|7|1995|7
3109|22.3|15|0|7|1995|7
3110|24.4|11.3|0|7|1995|7
3111|24.3|10.3|0|7|1995|7
3112|24.5|9.5|0|7|1995|7
3113|27.9|14.8|0|7|1995|7
3114|29.5|15.8|0|7|1995|7
3115|32.5|17.5|0|7|1995|7
3116|27.3|13.3|0|7|1995|7
3117|26|14.2|1.8|7|1995|7
3118|23|14.5|1.4|7|1995|7
3119|22.7|14|2.8|7|1995|7
3120|22.3|13.5|0.7|7|1995|7
3121|22|13|0.7|7|1995|7
3122|23|13|1|7|1995|7
3123|25.5|19|0|7|1995|7
3124|26.1|13|0|7|1995|7
3125|31.5|16|0|7|1995|7
3126|28.5|10|0|7|1995|7
3127|22.5|7|0|7|1995|7
3128|24.5|8.5|0|7|1995|7
3129|29.5|10.3|0|7|1995|7
3130|29.5|10.3|0|7|1995|7
3131|25.3|13.8|4.4|7|1995|7
3132|24.8|15.8|0|7|1995|7
3133|25.5|15.3|0|7|1995|7
3134|29.8|9.8|0|7|1995|7
3135|31.5|14.8|0|7|1995|7
3136|32.3|14.3|0|8|1995|8
3137|32|18.5|0|8|1995|8
3138|32.8|16.5|0|8|1995|8
3139|32|14|0|8|1995|8
3140|28.3|10.3|0|8|1995|8
3141|28.3|11.5|0|8|1995|8
3142|27.5|14|0|8|1995|8
3143|22.8|10.5|0|8|1995|8
3144|22.5|6.8|0|8|1995|8
3145|26.5|10.8|0|8|1995|8
3146|29|26.5|0|8|1995|8
3147|32.5|12.5|0|8|1995|8
3148|30.5|16.5|0|8|1995|8
3149|25|9.8|0|8|1995|8
3150|24.8|10.5|0|8|1995|8
3151|30|13.5|0|8|1995|8
3152|31.2|12.2|0|8|1995|8
3153|30|14.5|0|8|1995|8
3154|30.1|12.1|0|8|1995|8
3155|31|15.3|0|8|1995|8
3156|30.5|9.8|0|8|1995|8
3157|30.8|10.3|0|8|1995|8
3158|29.5|14.8|0|8|1995|8
3159|22|9|1|8|1995|8
3160|23.5|16.5|0.5|8|1995|8
3161|24.7|8|0|8|1995|8
3162|24.5|14.5|0|8|1995|8
3163|20.5|9.9|0|8|1995|8
3164|20.3|10.5|0.2|8|1995|8
3165|17.5|7.3|0|8|1995|8
3166|22.5|13.5|0|8|1995|8
3167|20.5|13.5|0|9|1995|9
3168|19.3|14.8|3.8|9|1995|9
3169|18.8|6.3|2.3|9|1995|9
3170|19.5|7.3|0|9|1995|9
3171|21|8.5|0|9|1995|9
3172|19.8|11|1.5|9|1995|9
3173|20.6|13|4.3|9|1995|9
3174|18.8|14.3|8.8|9|1995|9
3175|19.4|11.9|0|9|1995|9
3176|20.2|8.9|0|9|1995|9
3177|17.3|12|19|9|1995|9
3178|20.3|10.5|1.6|9|1995|9
3179|18|7.3|1.1|9|1995|9
3180|18|5.5|0|9|1995|9
3181|18.8|7|6.7|9|1995|9
3182|17.1|11.7|3.2|9|1995|9
3183|18|11.5|8.4|9|1995|9
3184|18.8|11|1.3|9|1995|9
3185|19.5|14|5.6|9|1995|9
3186|18.3|10|0|9|1995|9
3187|18.5|4.3|0.1|9|1995|9
3188|18.2|7|0|9|1995|9
3189|18.8|7.3|0|9|1995|9
3190|17.8|9.3|3.5|9|1995|9
3191|16|4|1.5|9|1995|9
3192|16.8|11|0.3|9|1995|9
3193|18|10.3|21.4|9|1995|9
3194|15|5.3|0|9|1995|9
3195|14|3|2|9|1995|9
3196|15.8|1.5|0|9|1995|9
3197|17.5|10.3|0.9|10|1995|10
3198|19|8.8|0|10|1995|10
3199|18|10|0|10|1995|10
3200|18.3|14.3|1.3|10|1995|10
3201|17|7.8|10.8|10|1995|10
3202|17.3|9.3|0|10|1995|10
3203|17.4|13.5|4.4|10|1995|10
3204|19|10.3|0.1|10|1995|10
3205|24|11.5|0|10|1995|10
3206|23|11|0|10|1995|10
3207|19|10|0|10|1995|10
3208|20.3|14|0|10|1995|10
3209|20.3|13|0|10|1995|10
3210|16.9|10.5|0|10|1995|10
3211|20.1|10|0|10|1995|10
3212|18.8|7.8|0|10|1995|10
3213|19.5|11|0|10|1995|10
3214|17.5|11.5|0|10|1995|10
3215|13.8|5.8|0|10|1995|10
3216|16.5|12|0|10|1995|10
3217|16.5|2|2|10|1995|10
3218|16.5|1.5|0|10|1995|10
3219|16.5|1.8|0|10|1995|10
3220|16.8|7|0|10|1995|10
3221|19.8|9.5|7.3|10|1995|10
3222|19.5|9.5|0.8|10|1995|10
3223|17|12.5|2.8|10|1995|10
3224|15|-0.3|0|10|1995|10
3225|12.8|-0.8|0|10|1995|10
3226|14|4.3|0|10|1995|10
3227|15.3|0|0|10|1995|10
3228|14.5|3|0|11|1995|11
3229|13.5|1.8|0|11|1995|11
3230|11.8|3.5|0|11|1995|11
3231|10.8|-2|0|11|1995|11
3232|11|-2.8|0|11|1995|11
3233|9.5|-5|0|11|1995|11
3234|11|-2|0|11|1995|11
3235|11|5.3|0|11|1995|11
3236|14.1|9.8|0|11|1995|11
3237|13.7|9|8.1|11|1995|11
3238|11.4|7.2|1.8|11|1995|11
3239|14.4|10.8|2.2|11|1995|11
3240|14.3|9.5|2.5|11|1995|11
3241|14.3|6.5|0.2|11|1995|11
3242|13.5|8.5|3.5|11|1995|11
3243|14.1|6|3.3|11|1995|11
3244|11.5|-0.8|1.3|11|1995|11
3245|4.4|-3|0|11|1995|11
3246|6|-1.5|0|11|1995|11
3247|9.3|-2.8|0|11|1995|11
3248|6.8|-1|0|11|1995|11
3249|10.5|7.3|0.4|11|1995|11
3250|12.3|3.5|0|11|1995|11
3251|12|7.5|0|11|1995|11
3252|12.5|9.9|1.2|11|1995|11
3253|12.5|8|3.6|11|1995|11
3254|10.5|6.3|3.5|11|1995|11
3255|11.5|2|6.2|11|1995|11
3256|11.3|7.3|1.3|11|1995|11
3257|11.8|1.8|0|11|1995|11
3258|8.8|4.5|0|12|1995|12
3259|11.2|8|1.3|12|1995|12
3260|13|9|1.2|12|1995|12
3261|12.3|5.5|10.5|12|1995|12
3262|6.5|1.5|0|12|1995|12
3263|3.3|-2.8|3.8|12|1995|12
3264|0.8|-1.5|1.4|12|1995|12
3265|1.5|-1.5|0|12|1995|12
3266|5|-6|0|12|1995|12
3267|5|-5.5|0|12|1995|12
3268|1.8|-2.5|0.6|12|1995|12
3269|6.5|0.5|0|12|1995|12
3270|6.8|4|0.3|12|1995|12
3271|7.5|2.8|0.6|12|1995|12
3272|5|1.5|0|12|1995|12
3273|4.5|0.8|0.8|12|1995|12
3274|6|4|0|12|1995|12
3275|5|2.8|2.1|12|1995|12
3276|4.8|3|0|12|1995|12
3277|5.8|1|32.5|12|1995|12
3278|4.5|-1|3.5|12|1995|12
3279|12|0.5|15.3|12|1995|12
3280|13|5.2|9.4|12|1995|12
3281|6.1|2|5.5|12|1995|12
3282|4.8|-1.8|0|12|1995|12
3283|2|-6|0|12|1995|12
3284|2|-1.5|0|12|1995|12
3285|0.5|-0.5|0.1|12|1995|12
3286|0|-7.5|0|12|1995|12
3287|2.6|-4.5|0|12|1995|12
3288|2.3|-1.5|13|12|1995|12
3289|3.5|-0.5|0.3|1|1996|1
3290|6|1|0.3|1|1996|1
3291|6.3|2.5|0|1|1996|1
3292|6|2|0|1|1996|1
3293|7.5|3.5|3.6|1|1996|1
3294|8|4.5|3.1|1|1996|1
3295|10|4.5|6.8|1|1996|1
3296|11|5.8|1.8|1|1996|1
3297|12|6.5|22|1|1996|1
3298|11|5|0|1|1996|1
3299|10.8|1.5|0|1|1996|1
3300|10.5|6|1.5|1|1996|1
3301|11.3|8.5|0.7|1|1996|1
3302|11.8|6.3|0|1|1996|1
3303|12.3|2|0|1|1996|1
3304|9.8|3.3|0.1|1|1996|1
3305|7.8|3|0|1|1996|1
3306|10.1|2|0|1|1996|1
3307|6.3|2.3|0|1|1996|1
3308|8.3|2.5|0|1|1996|1
3309|4.5|0|0.5|1|1996|1
3310|4|0.3|0|1|1996|1
3311|6.5|2.5|0|1|1996|1
3312|4.5|0.3|7.5|1|1996|1
3313|4.5|-2.2|0|1|1996|1
3314|2.5|-5|0|1|1996|1
3315|0.5|-7.8|1|1|1996|1
3316|2.2|-6|0.2|1|1996|1
3317|1.8|-1.5|0|1|1996|1
3318|2.3|-1.3|0|1|1996|1
3319|4|-1|0|1|1996|1
3320|5.4|-5.5|0|2|1996|2
3321|4.6|-5.5|0|2|1996|2
3322|2.2|-4|0|2|1996|2
3323|5.5|-4.5|0|2|1996|2
3324|3.8|-6.5|0|2|1996|2
3325|1.5|-3|1.2|2|1996|2
3326|0|-4|2|2|1996|2
3327|1.5|-4.8|0|2|1996|2
3328|5.5|-5.8|0.7|2|1996|2
3329|6.6|1.5|10.8|2|1996|2
3330|10|4.1|0.1|2|1996|2
3331|9.3|1.5|10.7|2|1996|2
3332|5.5|0|1.3|2|1996|2
3333|5.3|0.3|0.3|2|1996|2
3334|6.1|-5|0|2|1996|2
3335|7|-1|0|2|1996|2
3336|12|4.3|0|2|1996|2
3337|10|3.7|3.7|2|1996|2
3338|8.3|-1|1|2|1996|2
3339|3.4|-4|1.3|2|1996|2
3340|1.8|-4.3|0|2|1996|2
3341|2.5|-5.5|0|2|1996|2
3342|5.5|-0.3|1.3|2|1996|2
3343|8|1.8|7.9|2|1996|2
3344|8.5|2.5|11.2|2|1996|2
3345|6.8|-1.5|4.7|2|1996|2
3346|9.5|-5|1.4|2|1996|2
3347|10.3|-3.5|0|2|1996|2
3348|9.5|-4.5|0|2|1996|2
3349|10.5|-1|0|3|1996|3
3350|7.5|2|0.4|3|1996|3
3351|7.1|2.6|1.3|3|1996|3
3352|8|2.8|0.4|3|1996|3
3353|7.3|3.8|0|3|1996|3
3354|7.3|1.8|0.2|3|1996|3
3355|9.3|0|0|3|1996|3
3356|5|0.8|0|3|1996|3
3357|7.8|-1|8.6|3|1996|3
3358|6.5|-1|0|3|1996|3
3359|9.8|-5.8|0|3|1996|3
3360|7|-2.8|0.2|3|1996|3
3361|3.3|-2.3|0|3|1996|3
3362|3.8|-2.3|0|3|1996|3
3363|5.5|-3|0|3|1996|3
3364|12.3|-0.3|0|3|1996|3
3365|8|-0.5|0|3|1996|3
3366|11|0.3|0|3|1996|3
3367|11.5|0.8|0.8|3|1996|3
3368|9.5|-0.5|0|3|1996|3
3369|7|0.5|3.9|3|1996|3
3370|9|5.5|2|3|1996|3
3371|11.8|5.5|6.8|3|1996|3
3372|14.5|6.3|0|3|1996|3
3373|9.5|3.8|0|3|1996|3
3374|11.5|2.5|12.5|3|1996|3
3375|6|-2.3|0|3|1996|3
3376|7.6|-4.5|0.2|3|1996|3
3377|9.4|-0.5|0.3|3|1996|3
3378|10.4|-3.8|0|3|1996|3
3379|8.4|-1.5|0|3|1996|3
3380|6.8|-4|0|4|1996|4
3381|8.3|-6|0|4|1996|4
3382|9.3|-4.5|0|4|1996|4
3383|9|-6.5|0|4|1996|4
3384|11.6|-6.5|0|4|1996|4
3385|13.3|0.5|0|4|1996|4
3386|10.5|4|0|4|1996|4
3387|11.5|1|0|4|1996|4
3388|15|7.5|0|4|1996|4
3389|15.5|6|0.3|4|1996|4
3390|12.3|4.5|0.6|4|1996|4
3391|15.4|4|1.1|4|1996|4
3392|12.6|0.2|14.5|4|1996|4
3393|10.6|0.5|0|4|1996|4
3394|12|3.5|0|4|1996|4
3395|17|8|0|4|1996|4
3396|17.5|8|0.3|4|1996|4
3397|15.5|5.3|0|4|1996|4
3398|13.4|7.7|1.5|4|1996|4
3399|17.7|5.6|0|4|1996|4
3400|22.3|5.1|0|4|1996|4
3401|21|3.8|0.1|4|1996|4
3402|10.8|7.3|13.5|4|1996|4
3403|13|5.5|0.4|4|1996|4
3404|15|4.5|0|4|1996|4
3405|15.9|5.6|0|4|1996|4
3406|20.1|4.5|0|4|1996|4
3407|19.5|7.7|0|4|1996|4
3408|15|0.8|0|4|1996|4
3409|12.5|1.2|0.7|4|1996|4
3410|13.5|4.5|0|5|1996|5
3411|15.8|4.5|0|5|1996|5
3412|11.5|2.5|0|5|1996|5
3413|12.5|-2.3|0|5|1996|5
3414|12|-4.3|0|5|1996|5
3415|12.2|-3.8|0|5|1996|5
3416|15.5|-2|0|5|1996|5
3417|15.5|0|0|5|1996|5
3418|14|0.5|0|5|1996|5
3419|12.6|-3.3|0|5|1996|5
3420|11.4|-3.3|0.4|5|1996|5
3421|12.5|3.5|0|5|1996|5
3422|14.5|-0.3|0|5|1996|5
3423|17.5|-0.3|0|5|1996|5
3424|15.5|-0.5|0|5|1996|5
3425|17.5|-1|0|5|1996|5
3426|10.5|1.3|4|5|1996|5
3427|9.8|2|1.1|5|1996|5
3428|9.5|3.5|2.9|5|1996|5
3429|12.8|2.8|2|5|1996|5
3430|15.5|4.3|0.8|5|1996|5
3431|15.5|7|0.2|5|1996|5
3432|14.5|7.6|4.1|5|1996|5
3433|16|9|1.8|5|1996|5
3434|14|5|4.9|5|1996|5
3435|12|5.3|0.4|5|1996|5
3436|15.1|8|3.8|5|1996|5
3437|15.6|-0.2|1.3|5|1996|5
3438|16.3|10|0|5|1996|5
3439|20.3|10.3|0|5|1996|5
3440|24.6|10.2|0|5|1996|5
3441|22.4|6.6|0.2|6|1996|6
3442|19|3.7|0.3|6|1996|6
3443|17.5|3.3|0|6|1996|6
3444|18.5|9.8|0|6|1996|6
3445|22|15.5|0|6|1996|6
3446|26.8|7.6|0|6|1996|6
3447|29.5|12.1|0|6|1996|6
3448|30.8|11.7|6|6|1996|6
3449|21.6|5.1|0|6|1996|6
3450|21.8|5.8|0|6|1996|6
3451|22.5|9.5|0|6|1996|6
3452|20.8|9.8|0|6|1996|6
3453|20.3|2|0|6|1996|6
3454|20.7|2.8|0|6|1996|6
3455|23|1.6|0|6|1996|6
3456|24|1.9|0|6|1996|6
3457|26.8|5|0|6|1996|6
3458|27.5|8.5|0|6|1996|6
3459|23|5|0|6|1996|6
3460|22.5|7.2|0|6|1996|6
3461|14|5.5|0.3|6|1996|6
3462|17|2|0|6|1996|6
3463|16|2|0|6|1996|6
3464|21|5.8|0|6|1996|6
3465|21.3|4.3|0|6|1996|6
3466|25.3|8.8|0|6|1996|6
3467|24.3|13|0|6|1996|6
3468|23.5|10|0|6|1996|6
3469|19.2|8|2|6|1996|6
3470|15.5|9|0|6|1996|6
3471|21|9.5|0|7|1996|7
3472|18.3|7.5|5.3|7|1996|7
3473|18.8|8.8|0.3|7|1996|7
3474|18.3|8.3|0.2|7|1996|7
3475|18.5|8|5|7|1996|7
3476|19.5|7.8|9.2|7|1996|7
3477|16.2|5.5|6.6|7|1996|7
3478|19.8|6.5|0|7|1996|7
3479|19.3|8.9|0|7|1996|7
3480|20.5|10|0|7|1996|7
3481|26|11.8|0|7|1996|7
3482|23.8|12|0|7|1996|7
3483|22.3|12.3|0|7|1996|7
3484|25|14.5|0|7|1996|7
3485|25|7|0|7|1996|7
3486|25.5|6|0|7|1996|7
3487|22.8|6.5|0|7|1996|7
3488|24.8|3.8|0|7|1996|7
3489|28|6.8|0|7|1996|7
3490|26.8|7.5|0|7|1996|7
3491|28.5|6.5|0|7|1996|7
3492|29.8|8|0|7|1996|7
3493|31|12.5|0.8|7|1996|7
3494|26.8|11.8|1|7|1996|7
3495|21.5|7|0|7|1996|7
3496|25.5|8|0|7|1996|7
3497|27.6|12.6|0.6|7|1996|7
3498|21.9|11.7|0|7|1996|7
3499|22.2|13.2|5.5|7|1996|7
3500|23.1|11.2|0.7|7|1996|7
3501|23.1|12.1|2.1|7|1996|7
3502|24|10|0|8|1996|8
3503|22.3|7.4|0|8|1996|8
3504|19.5|5.5|0|8|1996|8
3505|23.2|5.5|0|8|1996|8
3506|24.7|7.4|0|8|1996|8
3507|27.2|12.6|0|8|1996|8
3508|21.4|10.7|0.4|8|1996|8
3509|22.6|7.3|0|8|1996|8
3510|22.1|10.8|0.2|8|1996|8
3511|22.1|12.9|15.6|8|1996|8
3512|20.9|10.4|5.2|8|1996|8
3513|20.3|10.3|19|8|1996|8
3514|20.5|10|0.6|8|1996|8
3515|23.3|12.5|0|8|1996|8
3516|20.8|12.5|0|8|1996|8
3517|21.1|9|0|8|1996|8
3518|25.5|9|0|8|1996|8
3519|27.3|8.5|0|8|1996|8
3520|29.5|9.5|0|8|1996|8
3521|30.5|10.5|0|8|1996|8
3522|23.8|10.5|0.1|8|1996|8
3523|24|6|0|8|1996|8
3524|21.9|11.3|11.8|8|1996|8
3525|20.4|10.3|2.5|8|1996|8
3526|20.1|10.7|6.7|8|1996|8
3527|19.1|7.8|0.3|8|1996|8
3528|19.3|5.8|3.3|8|1996|8
3529|19.1|8.8|6.4|8|1996|8
3530|17.3|8|0|8|1996|8
3531|16.5|5.5|0|8|1996|8
3532|18.4|5|0|9|1996|9
3533|20.8|10.8|0|9|1996|9
3534|21|13|3.2|9|1996|9
3535|21|10|0|9|1996|9
3536|18.8|10.8|0|9|1996|9
3537|22.5|6|0|9|1996|9
3538|21.8|8|0|9|1996|9
3539|21|10|0|9|1996|9
3540|20|9.5|0.1|9|1996|9
3541|19|8.5|0.1|9|1996|9
3542|16.5|3.8|0|9|1996|9
3543|18.5|9.8|0|9|1996|9
3544|17.5|3.8|0|9|1996|9
3545|18|0.5|0|9|1996|9
3546|18.5|1|0|9|1996|9
3547|22.8|2|0|9|1996|9
3548|22|5.5|0|9|1996|9
3549|19.5|6|0|9|1996|9
3550|16.5|7.5|0.6|9|1996|9
3551|14|7.5|2.2|9|1996|9
3552|14.5|9|0|9|1996|9
3553|17|5.3|0|9|1996|9
3554|14.8|5.8|0|9|1996|9
3555|15.5|-0.3|0|9|1996|9
3556|18.5|8|0.5|9|1996|9
3557|18.5|3.1|0.7|9|1996|9
3558|17.2|9|0.2|9|1996|9
3559|18.8|7.5|0.8|9|1996|9
